sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Galan,mean_Female_Galan,mean_other_Galan,sd_Male_Galan,sd_Female_Galan,sd_other_Galan,mean_Fruits_galan,mean_Seeds_galan,mean_Leaves_galan,mean_Flowers_galan,mean_Animal_galan,sd_Fruits_galan,sd_Seeds_galan,sd_Leaves_galan,sd_Flowers_galan,sd_Animals_galan
pop,Plecturocebus_discolor,Red-crowned Titi Monkey,"Tiputini Biodiversity Station, Ecuador",Forest,0,1,closed,1,Diurnal,1, , , , ,10, ,1,1,1, , , , , , , ,13,2,wp,MF,0.769230769,groups,one,none,AR,0.93,1.08,1.01, , , ,63, ,31,6, , , , , , 
sp,Plecturocebus_donacophilus,White-eared Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_dubius,Hershkovitz Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_hoffmannsi,Hoffmanns's Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_modestus,Rio Beni Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_moloch,Red-bellied Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_oenanthe,Andean Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR, , ,0.8, , , ,64,1.3,11.33,4,22, , , , , 
pop,Plecturocebus_oenanthe,Andean Titi Monkey,"Moyobamba, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, , ,0.8, , , ,64,1.3,11.33,4,22, , , , , 
sp,Plecturocebus_olallae,Olalla Brothers' Titi Moneky, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_ornatus,Ornate Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Plecturocebus_stephennashi,Stephen Nash's Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Pongo_abelii,Sumatran Orangutan, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR,77.9,35.6, , , , ,68.6, ,15.5,1.9,7.1, , , , , 
sp,Pongo_pygmaeus,Western Bornean Orangutan, ,Forest_Wetland,0,1,closed,2,Diurnal, , ,64,113,64,3, , , , ,1, , , , , ,1,67, ,wp,solitary,0.955223881,solitary_groups,one,none,AR,78.5,35.8, , , , ,60.9, ,22.2, , , , , , , 
pop,Pongo_pygmaeus,Western Bornean Orangutan,"Tanjung Puting, Borneo",Forest_Wetland,0,1,closed,2,Diurnal, , ,64,113,64,3, , , , ,1, , , , , , ,67,1,wp,solitary,0.955223881,solitary_groups,one,none,AR,78.5,35.8, , , , ,60.9, ,22.2, , , , , , , 
sp,Pongo_tapanuliensis,Tapanuli Orangutan, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Presbytis_chrysomelas,Surawak surili, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Presbytis_comata,Grizzled Langur, ,Forest_Rocky_Artificial_Wetland,1,1,both,3,Diurnal,1, , , , ,5, ,4, , , , , , , , ,2,9, ,wp,MF,0.555555556,groups,one,none,AR,6.68,6.71,6.7, , , ,6,2,69,17, , , , , , 
pop,Presbytis_comata,Grizzled Langur,"Java Island,Indonesia",Forest_Rocky_Artificial,1,1,both,3,Diurnal,1, , , , ,4, ,3, , , , , , , , , ,7,1,wp,MF,0.571428571,groups,one,none,AR,6.68,6.71,6.7, , , ,6,2,69,17, , , , , , 
pop,Presbytis_comata,Grizzled Langur,"Mount Dieng, Java Island",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,1, , , , , , , , , ,2,1,wp,MF_MFF,0.5,groups,one,none,AR,6.68,6.71,6.7, , , ,6,2,69,17, , , , , , 
sp,Presbytis_femoralis,Banded Leaf Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Presbytis_frontata,White-fronted Langur, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR,5.56,5.67,5.61, , , , , , , , , , , , , 
pop,Presbytis_frontata,White-fronted Langur,"Mount Dieng, Java Island",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.56,5.67,5.61, , , , , , , , , , , , , 
sp,Presbytis_hosei,Hose's Langur, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, ,1, , , , , , , , ,1,3, ,both,MF,0.666666667,groups,one,none,AR,6.18,5.63,5.9, , , ,25,16.7,70, , , , , , , 
pop,Presbytis_hosei,Hose's Langur,"Wehea Forest, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,2, ,1, , , , , , , , , ,3,1,wp,MF,0.666666667,groups,one,none,AR,6.18,5.63,5.9, , , ,25,16.7,70, , , , , , , 
sp,Presbytis_melalophos,Banded Langur, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,2, ,1, , , , , , ,2,3, ,wp,MFF,0.666666667,groups,one,none,AR,6.59,6.47,6.53, , , , , , , , , , , , , 
pop,Presbytis_melalophos,Banded Langur,"Way Kambas National Park, Sumatra",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,6.59,6.47,6.53, , , , , , , , , , , , , 
pop,Presbytis_melalophos,Banded Langur,"Kuala Lampat, Malaysia",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,6.59,6.47,6.53, , , , , , , , , , , , , 
sp,Presbytis_natunae,Natuna Leaf Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1, , , , , , , , ,1,2, ,wp,MF_MFF,0.5,groups,one,none,AR, , ,7.05, , , , , , , , , , , , , 
pop,Presbytis_natunae,Natuna Leaf Monkey,"Bunguran, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1, , , , , , , , , ,2,1,wp,MF_MFF,0.5,groups,one,none,AR, , ,7.05, , , , , , , , , , , , , 
sp,Presbytis_potenziani,Mentawai Island Langur, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,13, ,1, , , , , , , , ,2,14, ,bp,MF,0.928571429,groups,one,none,AR,6.14,6.41,6.27, , , , , , , , , , , , , 
pop,Presbytis_potenziani,Mentawai Island Langur,"Betumonga, Mentawai Island",Forest,0,1,closed,1,Diurnal, , , , , ,13, , , , , , , , , , , ,13,1,none,MF,1,groups,one,none,AR,6.14,6.41,6.27, , , , , , , , , , , , , 
pop,Presbytis_potenziani,Mentawai Island Langur,"Peleonan Forest, Sumatra",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,6.14,6.41,6.27, , , , , , , , , , , , , 
sp,Presbytis_rubicunda,Red/Maroon Langur, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,9, , , , , , , , ,3,9, ,none,MFF,1,groups,one,none,AR,6.22,6.04,6.13, , , ,19.2,30.1,37.6,11.1, , , , , , 
pop,Presbytis_rubicunda,Red/Maroon Langur,"Sabangau Forest, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,7, , , , , , , , , ,7,1,none,MFF,1,groups,one,yes,AR,6.22,6.04,6.13, , , ,19.2,30.1,37.6,11.1, , , , , , 
pop,Presbytis_rubicunda,Red/Maroon Langur,"Wehea Forest, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,6.22,6.04,6.13, , , ,19.2,30.1,37.6,11.1, , , , , , 
pop,Presbytis_rubicunda,Red/Maroon Langur,"Sabah, Borneo",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,6.22,6.04,6.13, , , ,19.2,30.1,37.6,11.1, , , , , , 
sp,Presbytis_siamensis,Pale-thighed Langur/White thighed Surili, ,NA,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Presbytis_thomasi,Thomas' Langur, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, ,29, , , , , , , , ,3,30, ,wp,MFF,0.966666667,groups,one,yes,AR,6.77,6.69,6.73, , , ,36.1, ,44.2,3.6,6.4, , , , , 
pop,Presbytis_thomasi,Thomas' Langur,"Gunung Leuser National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , ,15, , , , , , , , , ,15,1,wp,MFF,1,groups,one,none,AR,6.77,6.69,6.73, , , ,36.1, ,44.2,3.6,6.4, , , , , 
pop,Presbytis_thomasi,Thomas' Langur,"Bukit Lawang, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,wp,MFF,1,groups,one,none,AR,6.77,6.69,6.73, , , ,36.1, ,44.2,3.6,6.4, , , , , 
pop,Presbytis_thomasi,Thomas' Langur,"Ketambe Research Station, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,13, , , , , , , , , ,14,1,wp,MFF,0.928571429,groups,one,yes,AR,6.77,6.69,6.73, , , ,36.1, ,44.2,3.6,6.4, , , , , 
sp,Procolobus_verus,Olive Colobus, ,Forest,0,1,closed,1,Diurnal,1, , , , ,1, ,7,2,5, , , , , , ,3,15, ,both,MFF,0.466666667,groups,one,yes,AR,4.7,4.2,4.45, , , ,9,8,80,4, , , , , , 
pop,Procolobus_verus,Olive Colobus,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal,1, , , , ,1, ,7,2,4, , , , , , ,2,14,2,wp,MFF,0.5,groups,one,yes,AR,4.7,4.2,4.45, , , ,9,8,80,4, , , , , , 
pop,Procolobus_verus,Olive Colobus,"Tiwai, Sierra Leone",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,yes,AR,4.7,4.2,4.45, , , ,9,8,80,4, , , , , , 
sp,Prolemur_simus,Greater Bamboo Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , ,1, ,1, , , , , , ,1,2, ,wp,MFF_FFMM,0.5,groups,one,none,AR,1.769,2.2,2.085,0.663266161,0.070710678,0.51618795,0.5, , ,1, , , , , , 
pop,Prolemur_simus,Greater Bamboo Lemur,"Ranomafana National Park, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,1.769,2.2,2.085,0.663266161,0.070710678,0.51618795,0.5, , ,1, , , , , , 
sp,Propithecus_candidus,Silky Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_coquereli,Coquerel's Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_coronatus,Crowned Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_deckenii,Van der Decken's Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_diadema,Diademed Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_edwardsi,Milne-Edwards' Sifaka, , ,0,0,,1,Diurnal, , , , , ,12, ,13,13,16, , , , , , ,3,54, ,wp,FFMM,0.296296296,groups,one,none,AR,5.59,5.895, , , , ,40, ,56,3,1, , , , , 
pop,Propithecus_edwardsi,Milne-Edwards' Sifaka,"Ranomafana National Park, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,12, ,13,13,16, , , , , , , ,54,3,wp,FFMM,0.296296296,groups,one,none,AR,5.59,5.895, , , , ,40, ,56,3,1, , , , , 
sp,Propithecus_perrieri,Perrier's Sifaka, , ,0,0,,1,Diurnal, , , , , , , ,1,1, , , , , , , ,1,2, ,wp,MFF_FMM,0.5,groups, ,none,AR,4.22,4.44,4.49, , , ,17.5,0.75,50,27.2, , , , , , 
pop,Propithecus_perrieri,Perrier's Sifaka,"Analerema, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,1,1, , , , , , , , ,2,1,wp,MFF_FMM,0.5,groups, ,none,AR,4.22,4.44,4.49, , , ,17.5,0.75,50,27.2, , , , , , 
sp,Propithecus_tattersalli,Tattersall's Sifaka, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Propithecus_verreauxi,Verreaux's Sifaka, , ,0,0,,1,Diurnal, ,1, , , ,20,0,14,27,64,1, , , , , ,13,125, ,both,FFMM,0.512,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66, , , , , , 
pop,Propithecus_verreauxi,Verreaux's Sifaka,"Kirindy Forest, Madagascar",Forest,0,1,closed,1,Diurnal, ,1, , , ,17, ,8,19,24,1, , , , , , ,68,4,wp,FFMM,0.352941176,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66, , , , , , 
pop,Propithecus_verreauxi,Verreaux's Sifaka,"Ampijoroa, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1,1,5, , , , , , , ,8,1,wp,FFMM,0.625,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66, , , , , , 
pop,Propithecus_verreauxi,Verreaux's Sifaka,"Hazafotsy, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,2,1,2, , , , , , , ,5,1,wp,MFF_FFMM,0.4,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66, , , , , , 
pop,Propithecus_verreauxi,Verreaux's Sifaka,"Beza Mahaflahy, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,4, , , , , , , ,5,3,wp,FFMM,0.8,groups,one,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66, , , , , , 
pop,Propithecus_verreauxi,Verreaux's Sifaka,"Berenty, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,2, ,2,6,29, , , , , , , ,39,4,wp,FFMM,0.743589744,groups,ff,none,AR,2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66, , , , , , 
sp,Pygathrix_cinerea,Gray Shanked Douc, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Pygathrix_nemaeus,Red Shanked Douc, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , ,1,3, ,both,FFMM,0.666666667,groups,ff,yes,AR,11,8.44,9.72, , , ,14, ,82,4, , , , , , 
pop,Pygathrix_nemaeus,Red Shanked Douc,"Hin Namno Nationa lProtected Area, Lao PDR",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,1,wp,FFMM,0.666666667,groups,one,yes,AR,11,8.44,9.72, , , ,14, ,82,4, , , , , , 
sp,Pygathrix_nigripes,Black Shanked Douc, ,Forest,0,1,closed,1,Diurnal,1, , , , , , ,6, ,12, , , , , , ,2,18, ,wp,FFMM,0.666666667,groups,both,none,AR,11.05,8.7, , , , ,29, ,54,14, , , , , , 
pop,Pygathrix_nigripes,Black Shanked Douc,"Nui Chua National Park, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,11.05,8.7, , , , ,29, ,54,14, , , , , , 
pop,Pygathrix_nigripes,Black Shanked Douc,"Phuoc Binh National Park, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,11.05,8.7, , , , ,29, ,54,14, , , , , , 
pop,Pygathrix_nigripes,Black Shanked Douc,"Seima Biodiversity Conservation Area, Cambodia",Forest,0,1,closed,1,Diurnal,1, , , , , , ,6, ,10, , , , , , , ,16,1,wp,FFMM,0.625,groups,both,none,AR,11.05,8.7, , , , ,29, ,54,14, , , , , , 
sp,Rhinopithecus_avunculus,Tonkin Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,8, ,6, , , , , , ,2,14, ,wp,MFF,0.571428571,groups,ml,none,AR,14,8.5, , , , ,10.17,8.47,52.53,10.17, , , , , , 
pop,Rhinopithecus_avunculus,Tonkin Snub-Nosed Monkey,"Na Hang, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, , , , , , , , , ,3,1,none,MFF,1,groups,ml,none,AR,14,8.5, , , , ,10.17,8.47,52.53,10.17, , , , , , 
pop,Rhinopithecus_avunculus,Tonkin Snub-Nosed Monkey,"Khau Ca Forest, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , , , ,5, ,6, , , , , , , ,11,1,wp,FFMM,0.545454545,groups,ml,none,AR,14,8.5, , , , ,10.17,8.47,52.53,10.17, , , , , , 
sp,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur, ,Forest_Rocky,1,1,both,2,Diurnal,5, , , , ,1, ,94, ,6, , , , , , ,6,101, ,bp,MFF,0.930693069,groups, ,none,BOTH,15,9.96,12.48, , , , , ,91, , , , , , , 
pop,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur,"Wuyapiya, China",Forest,0,1,closed,1,Diurnal,5, , , , , , ,18, ,1, , , , , , , ,19,1,wp,MFF,0.947368421,groups,both,yes,BOTH,15,9.96,12.48, , , , , ,91, , , , , , , 
pop,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur,"Honglaxueshan National Nature Reserve, Tibet",Forest,0,1,closed,1,Diurnal, , , , , , , ,15, ,4, , , , , , , ,19,1,wp,MFF,0.789473684,groups,both,none,BOTH,15,9.96,12.48, , , , , ,91, , , , , , , 
pop,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur,"Deqin, China",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,15, ,1, , , , , , , ,17,1,wp,MFF,0.882352941,groups,ml,none,BOTH,15,9.96,12.48, , , , , ,91, , , , , , , 
pop,Rhinopithecus_bieti,Yunnan/Black-and-White Snub-Nosed Langur,"Yunnan, China",Forest_Rocky,1,1,both,2,Diurnal, , , , , , , ,20, , , , , , , , , ,20,3,none,MFF,1,groups,both,none,BOTH,15,9.96,12.48, , , , , ,91, , , , , , , 
sp,Rhinopithecus_brelichi,Gray Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, ,13, , , , , , , , ,2,15, ,wp,MFF,0.866666667,groups,both,yes,BOTH,14.5,8, , , , ,35, ,58,28, , , , , , 
pop,Rhinopithecus_brelichi,Gray Snub-Nosed Monkey,"Gizhou, China",Forest,0,1,closed,1,Diurnal, , , , , ,2, ,13, , , , , , , , , ,15,2,wp,MFF,0.866666667,groups,both,yes,BOTH,14.5,8, , , , ,35, ,58,28, , , , , , 
sp,Rhinopithecus_roxellana,Golden Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal,2, , , , ,1, ,48, , , , , , , , ,9,49, ,wp,MFF,0.979591837,groups, ,none,BOTH,17.9,11.6,14.75, , , , ,14.57,80.86,1.13, , , , , , 
pop,Rhinopithecus_roxellana,Golden Snub-Nosed Monkey,"Minshan Mountain, China",Forest,0,1,closed,1,Diurnal,1, , , , , , ,12, , , , , , , , , ,12,1,wp,MFF,1,groups,both,none,BOTH,17.9,11.6,14.75, , , , ,14.57,80.86,1.13, , , , , , 
pop,Rhinopithecus_roxellana,Golden Snub-Nosed Monkey,"Qinling Mountains, China",Forest,0,1,closed,1,Diurnal,1, , , , ,1, ,36, ,2, ,7, , , , , ,39,7,wp,MFF,0.923076923,groups,both,none,BOTH,17.9,11.6,14.75, , , , ,14.57,80.86,1.13, , , , , , 
sp,Rhinopithecus_strykeri,Burmese Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal,1, , , , , , ,5, ,3, , , , , , ,1,8, ,wp,MFF,0.625,groups,ml,none,BOTH,14,8.5, , , , , , , , , , , , , , 
pop,Rhinopithecus_strykeri,Burmese Snub-Nosed Monkey,"Yunnan, China",Forest,0,1,closed,1,Diurnal,1, , , , , , ,5, ,3, , , , , , , ,8,1,wp,MFF,0.625,groups,ml,none,BOTH,14,8.5, , , , , , , , , , , , , , 
sp,Rungwecebus_kipunji,Kipunji/Highland Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups, ,none,AR,10, ,10, , , ,27, ,34,9, , , , , , 
pop,Rungwecebus_kipunji,Kipunji/Highland Mangabey,"Southern Higland, Tanzania",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,10, ,10, , , ,27, ,34,9, , , , , , 
sp,Saguinus_bicolor,Pied Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_fuscicollis,Brown Mantled Tamarin, , ,0,0,,1,Diurnal,4, , , , ,9, ,12,13,11,1,1,1, , , ,5,46, ,both,FMM,0.282608696,groups,one,none,NA, , , , , , , , , , , , , , , , 
pop,Saguinus_fuscicollis,Brown Mantled Tamarin,"Cocha Cashu Biological Station, Peru",Forest,0,1,closed,1,Diurnal,4, , , , ,9, ,11,11,8,1,1,1, , , , ,40,3,wp,MFF_FMM,0.275,groups,one,none,NA, , , , , , , , , , , , , , , , 
pop,Saguinus_fuscicollis,Brown Mantled Tamarin,"Estacion Biologica Quebrada Blanco, Peru",Forest,0,1,closed,1,Diurnal, , , , , , , ,1,1,2, , , , , , , ,4,4,wp,FFMM,0.5,groups,one,none,NA, , , , , , , , , , , , , , , , 
pop,Saguinus_fuscicollis,Brown Mantled Tamarin,"Zoobotanical Rio Branco Park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , ,1,1, , , , , , , ,2,1,wp,FMM_FFMM,0.5,groups,one,none,NA, , , , , , , , , , , , , , , , 
sp,Saguinus_geoffroyi,Geoffroy's Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_imperator,Emperor Tamarin, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,1, , , , , , ,1,2, ,wp,MFF_FFMM,0.5,groups,one,none,AR,0.474,0.475,0.47, , , , , , , , , , , , , 
pop,Saguinus_imperator,Emperor Tamarin,"Zoobotanical Rio Branco Park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,0.474,0.475,0.47, , , , , , , , , , , , , 
sp,Saguinus_inustus,Mottled-face Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_labiatus,Red-bellied Tamarin, ,Forest,0,1,closed,1,Diurnal, , , , , , , , ,5,4, , , , , , ,2,9, ,bp,FMM,0.555555556,groups,one,none,AR,0.49,0.529,0.51, , , ,58, , , ,11, , , , , 
pop,Saguinus_labiatus,Red-bellied Tamarin,"South and West of Cobija, Bolivia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,0.49,0.529,0.51, , , ,58, , , ,11, , , , , 
pop,Saguinus_labiatus,Red-bellied Tamarin,"Tahuamanu Biological Station, Bolivia",Forest,0,1,closed,1,Diurnal, , , , , , , , ,5,3, , , , , , , ,8,1,wp,FMM,0.625,groups,one,none,AR,0.49,0.529,0.51, , , ,58, , , ,11, , , , , 
sp,Saguinus_leucopus,White-footed Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_martinsi,Martin's Bare-faced Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_melanoleucus,White Mantled Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_midas,Mida Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_mystax,Mustached Tamarin, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, ,1,13,26, , , , , , ,6,42, ,both,FFMM,0.619047619,groups,one,yes,AR,0.522,0.545,0.53, , , ,42.3, , , ,40.4, , , , , 
pop,Saguinus_mystax,Mustached Tamarin,"Estacion Biologica Padre Isla, Peru",Forest,0,1,closed,1,Diurnal, , , , , , , ,1,8,17, , , , , , , ,26,2,wp,FFMM,0.653846154,groups,one,yes,AR,0.522,0.545,0.53, , , ,42.3, , , ,40.4, , , , , 
pop,Saguinus_mystax,Mustached Tamarin,"Estacion Biologica Quebrada Blanco, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,2, , ,5,11, , , , , , , ,18,4,wp,FFMM,0.611111111,groups,one,none,AR,0.522,0.545,0.53, , , ,42.3, , , ,40.4, , , , , 
sp,Saguinus_niger,Western Black-handed Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_nigricollis,Black Mantled Tamarin, ,Forest,0,1,closed,1,Diurnal, , , , , ,7, , ,1, , , , , , , ,1,8, ,wp,MF,0.875,groups,one,none,NA, , ,0.464, , , , , , , , , , , , , 
